Argument ID,Part,Usage,Conclusion,Stance,Premise
A05039,usa,test,We should subsidize student loans,in favor of,student loans set children up to be valuable citizens and the state should support this
A05040,usa,test,We should legalize sex selection,against,we should not do this because other countries like china already did and it caused an epidemic where there is a huge imbalance of males to females which disrupts the population
A05041,usa,test,We should oppose collectivism,in favor of,collectivism prevents original thoughts and discourages people from looking for their own ideas
A05042,usa,test,We should ban missionary work,in favor of,missionary work plays on the ignorance of local people to exploit them
A05044,usa,test,We should limit judicial activism,in favor of,activists judges aren't the ones shaping the laws. they're not &quot;all&quot; the people for who the laws are voted for. judicial activism has to be limited to only check for overuse of the power by governments
A05046,usa,test,Homeschooling should be banned,against,"homeschooling is a good option for children who are bullied, giving them a safe place to learn"
A05047,usa,test,We should oppose collectivism,in favor of,treating everyone as a large group unit is not helpful for people who have different individual needs.
A05051,usa,test,Homeopathy brings more harm than good,against,homeopathy is a natural way to cure a disease.
A05085,usa,test,Homeschooling should be banned,in favor of,homeschooling means that the children involved are deprived of regular social contact with others of their own age
A05089,usa,test,We should ban missionary work,against,missionary work is beneficial for those receiving aid.
A05094,usa,test,Homeopathy brings more harm than good,in favor of,"Homeopathy is used as a replacement for traditional medicine, which can leave serious ailments untreated."
A06009,usa,test,Homeschooling should be banned,in favor of,"home schooling deprives children from the natural interaction with other kids their age, make new friends, and learn how to engage with children who are different than them"
A06017,usa,test,We should subsidize student loans,in favor of,we should subsidize student loans as these are our future leaders and workers and we want to ensure their success in order to secure the countries success.
A07006,usa,test,We should ban missionary work,in favor of,people should keep their religion to themselves
A07017,usa,test,Homeopathy brings more harm than good,against,homeopathy uses natural remedies that have little to no side affects on the body.
A07036,usa,test,We should limit judicial activism,in favor of,judicial activism relies too heavily upon personal opinion and leads to bias.
A07039,usa,test,We should ban missionary work,in favor of,missionaries are intrusive to other countries and very invasive to the culture.
A07041,usa,test,Homeopathy brings more harm than good,against,homeopathy brings tangible results in non-evasive ways to many ailments and offer an alternative to more expensive forms of treatment.
A07047,usa,test,We should subsidize student loans,against,a person's education should be the responsibility of themselves
A07057,usa,test,We should legalize sex selection,against,gender selection is essentially playing god.
A07067,usa,test,We should limit judicial activism,against,judicial activism allows for common sense to be applied where necessary
A07072,usa,test,We should legalize sex selection,in favor of,sex selection is the perfect solution to a family that has a history of all one gender.  many families want the perfect one and one so it's perfect for those as well.  it's a win no matter how you look.
A07083,usa,test,Homeschooling should be banned,in favor of,children have a right to education and ignorant parents that think they are more qualified than they are should not have tyranny over that right
A07095,usa,test,We should oppose collectivism,against,supporting collectivism is important because groups value is most important in the society which we live today.
A08006,usa,test,We should limit judicial activism,in favor of,a judge shouldnt be able to show their personal views.
A08010,usa,test,Homeschooling should be banned,against,"if the parents can provide a better education than what their local schools offer, they should be allowed to do so."
A09010,usa,test,We should limit judicial activism,in favor of,judges should follow the letter of the law when making rulings and not make up things based on how they feel.
A09014,usa,test,We should ban missionary work,in favor of,historically missionaries have interfered in an unhealthy way with other cultures and continue to do so.
A09025,usa,test,We should subsidize student loans,in favor of,it's the only way most people can afford college
A09033,usa,test,We should oppose collectivism,in favor of,"collectivism is a facet of socialism, communism, etc. and eliminates individual worth"
A09034,usa,test,Homeopathy brings more harm than good,against,homeopathy often gives people hope to cure some illnesses that will never be cured without modern medicine.
A09039,usa,test,We should ban missionary work,against,we should not ban missionary work because people have a right to help out others if they chose to do so
A09062,usa,test,We should subsidize student loans,in favor of,college is getting more and more expensive each year so students should be getting as much help as they need
A09069,usa,test,We should limit judicial activism,in favor of,judicial activism is biased and should be trashed.
A09077,usa,test,We should legalize sex selection,against,sex selection can lead to an over abundance of a favored gender in society
A09081,usa,test,Homeschooling should be banned,in favor of,homeschooling should be banned because an important part of a child's education is social learning and one cannot grow socially without being around their peers.
A10011,usa,test,We should limit judicial activism,in favor of,"the rulings offer a precedent and will become final, despite it potentially overriding any laws."
A10016,usa,test,We should limit judicial activism,in favor of,judicial activism should be limited or altogether removed based on the fact that it is done from a feeling or thought rather than from the law
A12001,usa,test,We should oppose collectivism,in favor of,collectivism reduces productivity from individuals as they have no incentive to do better.
A12003,usa,test,We should subsidize student loans,in favor of,students should be able to pursue higher education without worrying about being able to afford it. subsidizing students loans would make education more accessible.
A12022,usa,test,We should legalize sex selection,in favor of,we should legalize sex selection because the parents are free to decide what gender they want
A12023,usa,test,We should limit judicial activism,against,judicial activism allows for a check on decrees made by one branch of the government that may think that drastic action is needed for every situation.
A12040,usa,test,Homeschooling should be banned,against,"results from homeschooling children are equally as good as those achieved from state schools, and sometimes this can be the only option for a youngster with complex emotional needs."
A12052,usa,test,Homeopathy brings more harm than good,against,homeopathy can  sometimes help those that modern medicine has failed.
A12068,usa,test,We should subsidize student loans,against,"studen loans cannot be subsidised as not only is it unaffordable in the current climate, it would encourage universities offer degree courses purely for financial gain."
A12069,usa,test,We should limit judicial activism,against,judicial activism is sometimes the best way to get things done
A12077,usa,test,We should subsidize student loans,against,there are other ways to channel student aid that is not subsidizing loans
A12085,usa,test,We should legalize sex selection,in favor of,"when we allow abortion for any reason or purpose, sex selection cannot be excluded. in fact illegal sex selection only increased abortions as the alternative method to select gender"
A12090,usa,test,We should legalize sex selection,in favor of,parents should be able to choose what sex child they are going to have.
A12108,usa,test,Homeschooling should be banned,in favor of,homeschooling may not be covering core topics or at least not to an adequate level
A12115,usa,test,We should oppose collectivism,against,collectivism takes care of an entire group's need vs just one persons.
A12121,usa,test,We should legalize sex selection,against,allowing sex selection could lead to an imbalance of the genders in the population.
A12138,usa,test,Homeopathy brings more harm than good,against,homeopathy provides an alternative and hope for people for when all traditional medicine has failed.
A12143,usa,test,We should subsidize student loans,in favor of,too many students have defaulted on loans or are paying them for many years.  by subsidizing these students we can assist in stopping this.
A12145,usa,test,We should ban missionary work,in favor of,"if we ban missionary work, then a lot less people would be seeing propaganda."
A12150,usa,test,We should legalize sex selection,in favor of,parents have every right to decide whether they give birth to a boy or a girl.
A12151,usa,test,Homeschooling should be banned,in favor of,homeschooling does not prepare children for the real world.  the child is not getting the top notch education they need in order to succeed in life.  the children deserve better.
A12152,usa,test,Homeschooling should be banned,against,home education is equal to or better than in institutions
A12169,usa,test,Homeopathy brings more harm than good,in favor of,homeopathic remedies are not medically tested and verified as safe.
A12172,usa,test,We should limit judicial activism,against,judicial activism is an important part of our country.
A12183,usa,test,We should oppose collectivism,in favor of,collectivism removes an individual's right to promote their private interests and exercise autonomy
A12189,usa,test,We should limit judicial activism,against,judicial activism must be supported by all means because judges  knows law and they acting inside the law by judicial activism.
A12213,usa,test,We should oppose collectivism,in favor of,collectivism doesn't allow people to stand up on their own for what they believe in
A12216,usa,test,We should limit judicial activism,against,"judicial activism can highlight wrong legislation, or deliver accurate justice that cannot be addressed through the existing laws"
A12227,usa,test,We should subsidize student loans,in favor of,"It's bad enough having to take out a student loan in the first place, but even more students from poorer backgrounds will be reluctant to go into higher education if their student loans aren't subsidized."
A12234,usa,test,We should limit judicial activism,against,"all avenues should be looked at, not just the supposedly straight forward."
A12235,usa,test,We should oppose collectivism,in favor of,collectivism gives the group priority over individual needs - this would be very unfair for some individuals who may have a higher or different need than the majority of the group
A12242,usa,test,We should ban missionary work,against,Missionary work has helped to civilize entire socities.
A12250,usa,test,Homeopathy brings more harm than good,in favor of,homeopathy is unproven and can be harmful
A12285,usa,test,We should oppose collectivism,in favor of,collectivism is unfair to large populations and should be stopped
A12291,usa,test,We should limit judicial activism,in favor of,we should limit judicial activism as it goes outside the set laws and eventually could go to far to one person creating their own agendas.
A12312,usa,test,We should ban missionary work,in favor of,missionary work should be banned as it can be abused and vulnerable people can be taken advantage of
A12314,usa,test,We should subsidize student loans,in favor of,people should be able to go to school and better themselves without having to pay back thousands of dollars when they graduate.
A12331,usa,test,We should oppose collectivism,in favor of,we should definitely oppose collectivism because there is less autonomy in terms of thoughts and ideas. everyone will just go along with the group.
A12339,usa,test,We should limit judicial activism,in favor of,judicial activism undermines the rule of law
A12342,usa,test,We should oppose collectivism,against,collectivism enables communities to work together for the greater good.
A12361,usa,test,We should subsidize student loans,against,tax payers shouldn't have to pay for other people to have an education when they dint get the same chances.
A12371,usa,test,Homeopathy brings more harm than good,against,Homeopathy addresses the root cause of the illness and it works on approaching the disease itself other than its symptoms
A12373,usa,test,Homeschooling should be banned,against,homeschooling should not be banned because some kids get picked on and a safe home setting is best place to learn.
A12375,usa,test,We should ban missionary work,in favor of,missionary work is risky to participate in.
A12378,usa,test,Homeopathy brings more harm than good,against,homeopathy is a natural way of providing cure or relief
A12401,usa,test,We should ban missionary work,against,we should not ban missionary work because if people want to help out others that is their business and no one elses
A12449,usa,test,Homeopathy brings more harm than good,in favor of,"homeopathy is not an accredited professional, thus allowing anyone who wishes to practice to do so, without qualifications or knowledge of the human body."
A12455,usa,test,We should subsidize student loans,in favor of,student loans should be subsidized as this allows those from marginalized or poorer sections of society to access good education
A12471,usa,test,Homeschooling should be banned,in favor of,homeschooling can lead to children not knowing the curriculum and therefore struggling in later life.
A12480,usa,test,Homeopathy brings more harm than good,against,homeopathy does not bring more harm than good because it is alternative medicine and some people believe that it is helpful in curing people
A12493,usa,test,We should legalize sex selection,against,sex selection should not be legalized as it is unethical
A12495,usa,test,We should ban missionary work,in favor of,missionaries try to force their religion or ideas on people that are already happy the way they are.
A13010,usa,test,We should ban missionary work,in favor of,missionary work puts people in intrusive positions against those who have inhabited the same land and have had the same customs for centuries.
A13015,usa,test,We should oppose collectivism,in favor of,the value of a group should not be deemed more important just because of the amount of people. it does not increase their value.
A14009,usa,test,We should subsidize student loans,in favor of,we have a tremendous amount of highly intelligent /students who could not go to college without subsidizes. these students could find cures to fatal illnesses and should be subsidized to benefit all of society.
A14012,usa,test,We should legalize sex selection,against,sex selection is unnatural and will have long term negative consequences on society. we will become overpopulated with male children and females will become targets of sexual crimes.
A14016,usa,test,We should ban missionary work,against,missionary work allows people in developing countries access to new ways of thinking and possibilities for how they live their life.
A15005,usa,test,We should oppose collectivism,in favor of,people should be encouraged to individuals
A15012,usa,test,We should legalize sex selection,against,"There is no certainty that the process will be a success, and couples may end up wasting time and money."
A15016,usa,test,Homeopathy brings more harm than good,in favor of,people using a homeopathic approach to treatment can accidentally end up overdosing on their herbal treatment and making themselves more sick.
A17001,usa,test,Homeopathy brings more harm than good,in favor of,It is difficult to differentiate between a good professional homeopathic doctor and a quack.
A17005,usa,test,We should limit judicial activism,against,each case has different circumstances and certain things need to be taken into consideration for each one. judicial activism allow the court to consider the circumstances of each crime.
A17012,usa,test,We should limit judicial activism,in favor of,judges should be limited to upholding law rather than making it. that job is politicians.
A17020,usa,test,We should limit judicial activism,against,modern days require modern measures and judicial activism brings present day thinking and opinions into important cases to stay up to date
A18031,usa,test,Homeschooling should be banned,in favor of,homeschooling does not give a child time away from home
A18035,usa,test,We should oppose collectivism,in favor of,collectivism is a communist strategy and we must reject
A18038,usa,test,We should oppose collectivism,against,we should support collectivism because it helps people find common goals.
A18055,usa,test,Homeopathy brings more harm than good,in favor of,Homeopathy is not legally regulated and there is no requirement of formal training of homeopathic expert or physician
A18068,usa,test,We should oppose collectivism,in favor of,people should be able to work hard and reap the benefits of their labor. with collectivism you will always have some people doing most of the work and the lazy ones will benefit from it.
A18084,usa,test,We should ban missionary work,against,independent religious organisations should be free to solicit for new members if they do so in a fair and open manner.
A18100,usa,test,We should legalize sex selection,against,this should be banned as it is immoral.
A18114,usa,test,We should ban missionary work,against,missionary work can sometimes provide communities in need around the world with access to education and resources.
A18115,usa,test,Homeschooling should be banned,in favor of,homeschooling can put children at a disadvantage if their parents are not intelligent enough to provide a good education.
A18123,usa,test,We should ban missionary work,in favor of,missionary work is dangerous and not necessary
A18145,usa,test,We should subsidize student loans,in favor of,student loans enable poor students to continue with their education and graduate from the university
A18154,usa,test,We should legalize sex selection,in favor of,sex selection should be allowed to those who want a certain gender.
A18158,usa,test,Homeopathy brings more harm than good,in favor of,homeopathy isn't fda approved and can cause all sorts of problems and side effects.
A18159,usa,test,Homeschooling should be banned,in favor of,homeschooling is way too lenient and relaxed for children to even learn anything. they don't learn as much as in a classroom and miss out on socialization.
A18183,usa,test,We should legalize sex selection,against,"when people mess with mother nature by trying to select the sex of their child, only bad things can happen."
A18186,usa,test,We should legalize sex selection,against,sex selection promotes abortion and gender inequality
A18199,usa,test,Homeopathy brings more harm than good,in favor of,there is no reliable scientific evidence that homeopathy does any good and it is potentially dangerous because it may delay people taking conventional medical treatment
A18203,usa,test,We should limit judicial activism,against,"judicial activism,  bringing a personal touch of the judge,  is  the best way to apply laws and rules for our society."
A18206,usa,test,Homeopathy brings more harm than good,against,it has been proven to work and is safer than traditional medicine and drugs.
A18209,usa,test,We should subsidize student loans,in favor of,we should subsidize student loans to ensure all who seek a good education can obtain one. this sets up success for life which also saves the government money when people are self sufficient
A18227,usa,test,We should limit judicial activism,in favor of,"judges who rule based on their own personal and political beliefs usurp the power of our elected officials and are violating our constitutional rights,"
A18231,usa,test,We should legalize sex selection,against,We should not legalize sex selection as this is playing god and can open the door to a raft of other genetic selection that is not thoroughly tested.
A18253,usa,test,We should limit judicial activism,in favor of,judicial activism should be limited so that judgements are reached based on factual evidence only. allowing personal opinions to cloud the issue can result in mis-trials of justice.
A18254,usa,test,Homeschooling should be banned,against,homeschooling allows for one on one teaching as well as allowing a student to learn in a safe environment
A18256,usa,test,We should ban missionary work,in favor of,Missionary work forces the opinions of others onto individuals that didn't consent or want the religion.
A18258,usa,test,We should subsidize student loans,in favor of,"Students are and will always be the backbone of the society. It's compulsory to support these growing students in becoming true, well educated citizens to support the economy."
A18261,usa,test,We should subsidize student loans,in favor of,"students that work hard to get a degree should not start out their journey into the real world, in debt"
A18283,usa,test,We should oppose collectivism,in favor of,collectivism and the impingement of the the government results in people blaming others for their problems rather than looking for solutions themselves
A18312,usa,test,Homeschooling should be banned,in favor of,homeschooling can be used to hide child abuse since no teachers see them to report it
A18342,usa,test,We should ban missionary work,in favor of,"Sometimes, missionary workers condition the receipt of aid on a community's willingness to accept or be taught the Christian religion."
A18352,usa,test,Homeschooling should be banned,against,homeschooling should be allowed because parents are the first teachers children have and have everything at their disposal to teach their children effectively
A18363,usa,test,We should subsidize student loans,against,"it isn't the obligation of any tax payer to give money to help someone else get an education.  that is a personal choice, and if they want to go to college they need to pay for it on their own."
A18366,usa,test,Homeopathy brings more harm than good,against,"Originated in the ancient period, homeopathic treatment puts emphasis on the root cause and aim at enhancing natural healing within the body"
A18375,usa,test,We should oppose collectivism,in favor of,collectivism takes the focus off the individual as well as the ways in which each of us is unique. supporting collectivism means wanting the individual to remain subordinate to society.
A18384,usa,test,We should ban missionary work,against,it helps small third world countries become more modernized.
A18392,usa,test,We should ban missionary work,in favor of,Missionaries try to force their beliefs and values on people.
A18406,usa,test,Homeopathy brings more harm than good,in favor of,"Problems can arise if homeopathy is used to treat serious illnesses, rather than seeking treatment by traditional, western medicine."
A18409,usa,test,We should limit judicial activism,against,"it is important that the highly experienced, well trained people at the top of the judicial system can use their own experiences and common sense when passing judgments - else anyone could be a judge."
A18434,usa,test,We should subsidize student loans,in favor of,student loans is a type of aid that is given to them in order to help lower their expenses and debts
A18438,usa,test,We should oppose collectivism,in favor of,collectivism is morally wrong and a form of slavery.
A18446,usa,test,We should limit judicial activism,in favor of,judicial activism should be limited because a judge should not be making all decisions.
A18447,usa,test,We should oppose collectivism,against,collectivism bands people together to solve problems in their communities
A18457,usa,test,Homeopathy brings more harm than good,against,"homeopathy has been proven to have a successful effect on many people, so if the end results are good it has to be worth a shot."
A18459,usa,test,We should subsidize student loans,in favor of,"student loans should be subsidized so that more kids can go to school, get a better education and contribute to the advancement of society."
A18464,usa,test,We should legalize sex selection,in favor of,"We should legalize sex selection because a ban leads to dangerous back alley procedures, and to more abortions and female infanticide"
A18480,usa,test,We should legalize sex selection,against,sex is determined at birth and not something a person should be allowed to change or decide for themselves.
A18482,usa,test,Homeschooling should be banned,in favor of,Homeschooling is not regulated and nobody can be sure that the kids have learned anything.
A18494,usa,test,Homeschooling should be banned,against,parents have an absolute choice to determine how their children should be educated
A18495,usa,test,We should subsidize student loans,in favor of,"we should invest in the young generations and support them in their education, especially when higher education is so expensive."
A19002,usa,test,Homeschooling should be banned,in favor of,homeschooling cannot provide the quality of education that real teachers and a real school can provide.
A19004,usa,test,We should limit judicial activism,in favor of,judicial activism goes against our system  of what is best for the people.
A19005,usa,test,We should legalize sex selection,against,"we shouldn't legalize sex selection because some people can't have children at all, they should be happy that they have blessed with a miracle. if you want to choose a sex then foster or adopt a certain sex"
A19006,usa,test,We should ban missionary work,against,missionary work helps the less fortunate countries  with aid and hope.
A19012,usa,test,We should oppose collectivism,against,collectivism looks out for everyone and leaves no one behind
A19017,usa,test,Homeschooling should be banned,in favor of,homeschooling prevents children from socializing with other children which can cause problems for them in the future.
A19029,usa,test,Homeschooling should be banned,against,parents are free to educate their children how they see fit
A19049,usa,test,We should legalize sex selection,against,"sex selection is playing god, will create gender imbalances and create negative stereotypes concerning male/female preferences."
A19053,usa,test,Homeopathy brings more harm than good,against,Homeopathic medicine can be effective for treating certain ailments without using intense modern medicine.
A19070,usa,test,We should ban missionary work,against,"missionaries are necessary as they provide education, health care, and more to those in need."
A19082,usa,test,We should limit judicial activism,in favor of,judicial activism would allow for personal grievances to be accepted as truth
A19096,usa,test,We should ban missionary work,against,it is important that we help the less fortunate.
A19119,usa,test,We should subsidize student loans,in favor of,subsidised student loans would encourage everyone to go to university if they thought they wouldn't have any debt at the end of the studies.
A19125,usa,test,We should ban missionary work,against,it`s outrageous to ban missionary work because people who helping other people can`t be banned to do that and can be only awarded and recognized in our society.
A19130,usa,test,Homeschooling should be banned,against,homeschooling helps those who do not thrive in a school environment
A19136,usa,test,We should ban missionary work,in favor of,missionary work can be dangerous to workers.
A19142,usa,test,Homeschooling should be banned,in favor of,"homeschooling a child denies them valuable lifeskills, particularly interaction with their own age group and all experiences stemming from this."
